,umap1,umap2,umap3,time
E99_243,0.011620358,8.110958,2.8515074,0.24324324324324326
E100_356,10.65308,3.5710833,-0.33245584,0.3563563563563564
E101_664,9.592611,5.6082816,1.3844645,0.6646646646646647
E102_519,10.276563,5.215664,2.416371,0.5195195195195195
E103_314,5.598574,8.017725,0.9841663,0.31431431431431434
E104_199,-2.9192991,2.0295343,5.1163216,0.1991991991991992
E105_930,12.252536,-1.0930319,7.615745,0.9309309309309309
E106_218,1.6433971,8.508883,1.1794778,0.2182182182182182
E107_715,12.452713,-2.7173688,6.715561,0.7157157157157157
E108_965,-3.0357864,0.3750554,4.3976746,0.965965965965966
E109_753,11.947601,1.459963,0.47716454,0.7537537537537538
E110_461,12.087075,1.640402,5.9147873,0.46146146146146144
E111_177,-2.5812106,2.1850634,3.6428964,0.17717717717717718
E112_457,-4.3294606,1.9403194,3.6846073,0.4574574574574575
E113_304,11.894161,1.9657432,3.4734874,0.30430430430430433
E114_469,10.447568,5.888085,5.741555,0.4694694694694695
E115_662,8.732323,6.959922,2.243924,0.6626626626626627
E116_909,11.860069,1.2098184,-0.33119157,0.9099099099099099
E117_614,12.272148,0.64329046,3.4792545,0.6146146146146146
E118_187,-4.550882,1.0301901,4.8749065,0.1871871871871872
E119_659,11.947733,2.1051657,4.831234,0.6596596596596597
E120_651,-2.6924186,0.8674261,5.014584,0.6516516516516516
E121_646,11.858425,1.5513805,0.28598514,0.6466466466466466
E122_207,-3.020669,2.5079763,5.212349,0.2072072072072072
E123_555,10.31062,6.1103306,5.9481215,0.5555555555555556
E124_336,12.160658,1.1144792,4.2739453,0.33633633633633636
E125_698,10.107899,6.3068466,4.9917917,0.6986986986986987
E126_937,9.412164,6.4069448,2.6046088,0.9379379379379379
E127_566,-3.4634628,2.4545238,3.7096577,0.5665665665665666
E128_751,-2.6346233,0.8447675,4.8536735,0.7517517517517518
E129_47,-1.042119,9.425293,4.901268,0.04704704704704705
E130_201,-0.19244882,7.5053205,2.7161567,0.2012012012012012
E131_110,1.443141,8.457884,1.3957322,0.11011011011011011
E132_736,-4.2502255,2.344222,4.899235,0.7367367367367368
E133_143,1.2138529,8.36453,1.5349634,0.14314314314314314
E134_50,-1.2193816,9.588411,5.1892247,0.05005005005005005
E135_609,11.565761,3.3781567,5.120549,0.6096096096096096
E136_292,12.492116,-2.4538395,6.483836,0.2922922922922923
E137_807,-2.6564512,0.7936229,4.8673315,0.8078078078078078
E138_943,9.934182,5.5174046,1.9350172,0.943943943943944
E139_180,11.107733,2.7225857,-0.5847402,0.18018018018018017
E140_72,-0.3220132,8.931351,3.7085006,0.07207207207207207
E141_866,-2.7475379,0.8955946,4.8402696,0.8668668668668669
E142_389,10.672338,4.8809376,9.100151,0.3893893893893894
E143_3,-0.7437825,10.852224,7.474574,0.003003003003003003
E144_968,11.40346,1.681898,10.297461,0.968968968968969
E145_478,9.866252,6.7907786,5.6642423,0.47847847847847846
E146_394,11.952142,2.071527,4.760644,0.3943943943943944
E147_374,11.874654,1.7313302,1.7438793,0.3743743743743744
E148_474,12.43572,-2.0015662,6.5970407,0.4744744744744745
E149_306,-3.9086013,2.8608432,4.779937,0.3063063063063063
E150_683,10.709502,5.424944,5.7374406,0.6836836836836837
E151_776,-4.710136,1.2952024,4.2062874,0.7767767767767768
E152_624,9.83366,6.79121,5.3232837,0.6246246246246246
E153_339,8.720107,8.206704,4.341466,0.33933933933933935
E154_55,-3.1097543,9.60056,6.151392,0.055055055055055056
E155_292,9.503594,7.3433266,5.601691,0.2922922922922923
E156_630,12.046985,1.6666318,7.2880125,0.6306306306306306
E157_504,9.970733,5.9835367,3.2993455,0.5045045045045045
E158_459,11.609688,3.3241687,7.3550844,0.4594594594594595
E159_650,-3.6966143,2.3289897,3.9458928,0.6506506506506506
E160_372,12.154181,-1.8903624,8.199493,0.37237237237237236
E161_673,12.440938,-1.0733705,5.603627,0.6736736736736737
E162_145,3.2475948,8.898813,0.034158815,0.14514514514514515
E163_821,10.537559,5.7400985,6.7193303,0.8218218218218218
E164_749,12.408073,0.19468307,1.9147228,0.7497497497497497
E165_233,11.176508,4.0335813,8.704954,0.23323323323323322
E166_887,-3.084689,0.46790525,4.8519125,0.8878878878878879
E167_203,10.143122,5.799553,3.5159705,0.2032032032032032
E168_157,2.6300256,8.887316,0.9509744,0.15715715715715717
E169_668,11.940382,1.9669749,4.096311,0.6686686686686687
E170_316,9.8655615,6.0769362,3.1569998,0.3163163163163163
E171_908,11.780699,1.8294282,0.70871276,0.908908908908909
E172_866,12.367763,-1.7073278,6.91276,0.8668668668668669
E173_917,11.95181,2.1329653,7.6243153,0.9179179179179179
E174_74,-3.7398553,8.452877,6.5132756,0.07407407407407407
E175_421,10.371958,5.074375,9.668688,0.4214214214214214
E176_755,7.30316,7.225848,1.0679344,0.7557557557557557
E177_775,10.385028,4.8575964,1.9662342,0.7757757757757757
E178_208,4.8376093,8.322677,0.28502998,0.2082082082082082
E179_119,0.19225585,8.9659,3.2203147,0.11911911911911911
E180_392,10.150225,6.1241717,8.123889,0.3923923923923924
E181_535,11.912379,2.1511903,7.597411,0.5355355355355356
E182_874,9.266433,7.3418994,4.0333533,0.8748748748748749
E183_668,-3.1457188,0.76344115,5.3197875,0.6686686686686687
E184_445,10.0535,6.4376507,7.1851296,0.44544544544544545
E185_585,10.584787,3.3403943,-0.8481017,0.5855855855855856
E186_122,-2.3992274,5.1999936,4.4374657,0.12212212212212212
E187_512,12.281692,-0.29679367,7.2642174,0.5125125125125125
E188_630,-2.992308,1.6440265,5.5368743,0.6306306306306306
E189_5,-0.7702927,10.895392,7.5158367,0.005005005005005005
E190_654,12.437906,-1.9144902,6.5701237,0.6546546546546547
E191_457,10.425795,4.879071,2.1271567,0.4574574574574575
E192_5,-0.89044774,10.473525,7.125954,0.005005005005005005
E193_979,9.631499,6.872804,4.3429837,0.97997997997998
E194_385,10.821785,2.745187,-1.1749284,0.38538538538538536
E195_386,11.130851,2.7150211,-0.5403441,0.3863863863863864
E196_958,10.684733,4.758971,9.289199,0.958958958958959
E197_358,10.17138,4.118045,-0.44690013,0.35835835835835833
E198_607,8.719295,6.728297,1.814944,0.6076076076076076
E199_117,1.1514035,8.785232,2.261801,0.11711711711711711
E200_97,1.1230773,8.912383,2.264919,0.0970970970970971
E201_328,9.587569,7.2368274,5.5856524,0.3283283283283283
E202_789,-2.5896337,2.1930935,3.6826138,0.7897897897897898
E203_53,-3.6460867,8.645566,6.5590343,0.05305305305305305
E204_863,11.240203,3.88006,8.798394,0.8638638638638638
E205_703,11.601654,2.4622486,2.1115475,0.7037037037037037
E206_532,12.201903,1.1749663,6.2249517,0.5325325325325325
E207_934,11.07713,3.354048,1.2131294,0.934934934934935
E208_380,12.206396,0.87092644,3.4201515,0.38038038038038036
E209_294,7.806922,7.200517,1.5179102,0.29429429429429427
E210_895,-2.5913813,1.7607297,3.379027,0.8958958958958959
E211_913,11.938777,2.2732341,7.3297124,0.913913913913914
E212_882,9.052964,7.954525,4.941343,0.8828828828828829
E213_938,12.459455,-2.0659275,6.595786,0.938938938938939
E214_26,-2.530246,9.472976,6.3007593,0.026026026026026026
E215_833,11.940426,2.2649,7.346477,0.8338338338338338
E216_384,-3.8280919,1.3059117,3.475983,0.3843843843843844
E217_675,12.039849,1.1416913,8.223987,0.6756756756756757
E218_57,-2.7547216,9.541182,6.1065736,0.057057057057057055
E219_622,12.022117,1.8686839,5.1984506,0.6226226226226226
E220_315,12.28638,0.0681837,7.029521,0.3153153153153153
E221_572,11.957264,1.6470873,2.6991286,0.5725725725725725
E222_622,10.489365,3.623866,-0.60950047,0.6226226226226226
E223_372,10.896858,4.69213,8.593515,0.37237237237237236
E224_345,11.94571,1.4944607,8.476671,0.34534534534534533
E225_945,12.408015,-0.92642534,5.6232324,0.9459459459459459
E226_886,-2.8591223,1.9882443,5.575134,0.8868868868868869
E227_922,11.908803,1.702049,2.1123757,0.9229229229229229
E228_51,-3.0655658,9.657333,6.075172,0.05105105105105105
E229_164,3.79998,8.749649,-0.64270794,0.16416416416416416
E230_513,11.938816,1.8226352,3.4679556,0.5135135135135135
E231_821,11.954459,0.77129865,8.925679,0.8218218218218218
E232_701,12.042508,0.9162915,-0.12038777,0.7017017017017017
E233_648,12.023928,-1.055467,8.764407,0.6486486486486487
E234_657,12.369048,0.093164094,5.2825084,0.6576576576576577
E235_345,11.39439,3.9568632,6.1257963,0.34534534534534533
E236_235,3.9559534,8.695761,-0.6189702,0.23523523523523523
E237_515,11.379759,2.750985,1.2035787,0.5155155155155156
E238_578,-4.4102726,0.89517915,5.0793796,0.5785785785785785
E239_324,10.6670265,3.4466362,-0.49621078,0.32432432432432434
E240_63,-1.5199538,9.244524,4.929932,0.06306306306306306
E241_770,-3.3339965,1.253902,4.93192,0.7707707707707707
E242_651,-2.5573223,5.100973,4.6976175,0.6516516516516516
E243_937,12.417382,-0.6732669,5.4054413,0.9379379379379379
E244_521,10.866746,4.624466,8.899376,0.5215215215215215
E245_548,12.016509,-0.83258504,8.807111,0.5485485485485485
E246_23,-2.0061371,9.567473,6.4374747,0.023023023023023025
E247_852,-2.8127992,3.6166656,3.8354106,0.8528528528528528
E248_96,-2.5177653,6.1781726,4.978153,0.0960960960960961
E249_468,12.573717,-0.43198523,1.3748854,0.46846846846846846
E250_269,12.389137,-0.22661658,5.213217,0.26926926926926925
E251_671,11.439193,2.745921,9.599598,0.6716716716716716
E252_794,12.156363,-0.9372656,8.128049,0.7947947947947948
E253_562,12.113037,-1.3354166,8.355818,0.5625625625625625
E254_903,12.408109,-2.0252535,6.6690054,0.9039039039039038
E255_494,10.808111,5.260144,5.8803916,0.4944944944944945
E256_10,-1.1070281,10.091621,6.693265,0.01001001001001001
E257_598,11.993739,0.77262324,8.722359,0.5985985985985987
E258_102,2.5709093,8.87811,1.0618765,0.1021021021021021
E259_440,10.67468,5.268774,8.127712,0.44044044044044045
E260_982,12.048481,1.1944237,8.05471,0.982982982982983
E261_806,11.972219,-0.719508,8.975352,0.8068068068068068
E262_942,11.763359,1.9045032,9.175288,0.9429429429429429
E263_897,-2.6943996,1.0061744,5.1743083,0.8978978978978979
E264_586,-2.7148569,1.6593611,5.4321976,0.5865865865865866
E265_298,12.31326,0.40171942,0.84433824,0.2982982982982983
E266_892,-2.2958827,1.024465,4.070374,0.8928928928928929
E267_420,-3.3554194,1.3495364,3.7849386,0.42042042042042044
E268_188,2.4909658,8.915563,1.3179394,0.1881881881881882
E269_494,9.257799,7.3369946,3.9972255,0.4944944944944945
E270_138,2.6687105,8.862126,0.880356,0.13813813813813813
E271_500,11.6347,2.1617436,1.0330055,0.5005005005005005
E272_751,11.915544,1.7278702,2.466557,0.7517517517517518
E273_687,12.65358,-0.74171466,1.046513,0.6876876876876877
E274_93,2.4064038,8.922755,1.4476836,0.09309309309309309
E275_288,-2.7125673,3.9830914,3.9208782,0.2882882882882883
E276_568,10.983892,4.600724,4.3743486,0.5685685685685685
E277_68,-1.3515245,9.455994,5.07915,0.06806806806806807
E278_238,8.651859,6.76082,1.7749001,0.23823823823823823
E279_767,10.333587,6.0847907,5.9349656,0.7677677677677678
E280_715,-2.523364,2.8927531,4.075631,0.7157157157157157
E281_273,9.780925,5.5646725,1.6944529,0.2732732732732733
E282_292,8.565759,6.9499664,2.029772,0.2922922922922923
E283_182,-4.4494605,1.8543034,3.7802024,0.18218218218218218
E284_439,11.760556,2.1374805,2.518071,0.4394394394394394
E285_540,10.902701,4.691714,4.0971856,0.5405405405405406
E286_648,-2.5397165,2.9321163,4.032557,0.6486486486486487
E287_779,9.115641,7.681459,4.438422,0.7797797797797797
E288_822,11.259886,3.8586695,3.9365382,0.8228228228228228
E289_779,11.969585,1.8489023,4.0189166,0.7797797797797797
E290_23,-3.3574247,9.256703,6.424331,0.023023023023023025
E291_361,11.722443,2.6689737,3.997738,0.3613613613613614
E292_550,11.212275,3.957716,3.8709242,0.5505505505505506
E293_644,11.078463,3.3138213,1.0586312,0.6446446446446447
E294_687,11.11405,2.9605484,0.05327519,0.6876876876876877
E295_319,12.287182,0.67315996,5.6804385,0.31931931931931934
E296_548,10.103762,5.105201,1.5764388,0.5485485485485485
E297_56,-4.054209,8.145082,6.7300644,0.056056056056056056
E298_985,-3.59646,0.9087594,3.9013495,0.985985985985986
E299_489,9.853159,6.8138566,5.78909,0.4894894894894895
E300_163,-2.769979,3.661424,3.8423367,0.16316316316316315
E301_849,11.443275,3.377906,3.6879926,0.8498498498498499
E302_174,-3.3371146,0.36979854,4.118953,0.17417417417417416
E303_420,12.221464,-1.1092867,7.6994567,0.42042042042042044
E304_939,11.620864,2.256099,1.4157617,0.93993993993994
E305_112,3.8148177,8.746543,-0.63553655,0.11211211211211211
E306_84,-0.23068352,8.966226,3.619615,0.08408408408408409
E307_987,12.382698,-1.9035646,6.871693,0.987987987987988
E308_866,12.58643,-0.6201911,0.6232191,0.8668668668668669
E309_229,9.443242,6.391716,2.6265721,0.22922922922922923
E310_893,11.698243,3.1285279,6.766852,0.8938938938938938
E311_500,10.677758,3.3021276,-0.70838475,0.5005005005005005
E312_35,-3.7335923,8.510038,6.5810614,0.035035035035035036
E313_402,11.0617285,2.7621253,-0.63336307,0.4024024024024024
E314_80,0.9029704,8.780982,2.5788264,0.08008008008008008
E315_644,11.797932,0.92748195,9.479703,0.6446446446446447
E316_905,8.21023,6.5921288,0.98789793,0.9059059059059059
E317_959,10.019337,5.5410976,2.25023,0.95995995995996
E318_802,10.139373,5.758953,9.178157,0.8028028028028028
E319_432,-3.2689166,1.4192489,3.464475,0.43243243243243246
E320_894,-4.6586366,1.1391344,4.654094,0.8948948948948949
E321_282,-4.0966945,2.548457,4.9636683,0.2822822822822823
E322_455,-4.1402187,2.6052992,4.849269,0.45545545545545546
E323_88,-0.9142093,9.303449,4.6564097,0.08808808808808809
E324_42,-3.9696598,8.229116,6.670864,0.042042042042042045
E325_357,11.850907,2.2311234,3.9484572,0.35735735735735735
E326_121,-1.552292,5.984203,3.5854604,0.12112112112112113
E327_317,11.777142,1.0803055,9.488203,0.3173173173173173
E328_105,3.4621499,8.869293,-0.34733623,0.10510510510510511
E329_738,-3.412892,1.0724355,4.655555,0.7387387387387387
E330_118,-0.0012403788,8.301213,2.9967048,0.11811811811811812
E331_366,12.183184,-0.04463043,-0.6785558,0.3663663663663664
E332_824,-2.7777443,2.0045044,4.46865,0.8248248248248248
E333_277,11.8682995,1.8690504,2.8854578,0.2772772772772773
E334_369,11.9206915,1.7020483,2.3262322,0.36936936936936937
E335_163,2.569677,8.894118,1.1816365,0.16316316316316315
E336_85,-1.3230906,9.647843,5.294431,0.08508508508508508
E337_274,12.425417,-0.7498951,5.3999133,0.27427427427427425
E338_45,-3.4892185,8.966882,6.495345,0.04504504504504504
E339_82,1.8189708,9.170609,1.4745234,0.08208208208208208
E340_8,-0.9243906,10.426465,7.0803957,0.008008008008008008
E341_505,9.586835,6.013867,2.1508453,0.5055055055055055
E342_986,12.278035,0.7807,5.550621,0.986986986986987
E343_733,11.150759,4.3587213,4.859606,0.7337337337337337
E344_119,0.15388197,8.978329,3.2616796,0.11911911911911911
E345_276,11.398086,2.7313187,1.3194456,0.27627627627627627
E346_508,10.770616,5.2849293,7.3765197,0.5085085085085085
E347_573,11.128791,3.2301009,9.977533,0.5735735735735735
E348_287,11.786799,1.9681623,8.991301,0.2872872872872873
E349_383,10.586603,4.632409,9.726494,0.3833833833833834
E350_64,-2.2458527,9.282667,5.4382133,0.06406406406406406
E351_662,10.853064,3.8008015,1.3563695,0.6626626626626627
E352_831,10.08749,6.3578033,5.1197534,0.8318318318318318
E353_75,-3.3850539,9.02458,6.487618,0.07507507507507508
E354_828,11.886337,2.3425915,7.9284644,0.8288288288288288
E355_790,11.386222,3.7407403,4.6669564,0.7907907907907908
E356_870,-4.595685,1.1693524,4.7521086,0.8708708708708709
E357_224,3.4324667,8.618857,1.555067,0.22422422422422422
E358_430,-2.3940592,1.527317,3.491866,0.43043043043043044
E359_991,12.504126,-0.2420888,0.8634272,0.991991991991992
E360_683,12.050189,1.4233311,3.6265965,0.6836836836836837
E361_611,12.1038685,1.1026604,1.5599419,0.6116116116116116
E362_905,12.125611,1.5109618,6.0891323,0.9059059059059059
E363_458,-4.5412364,1.1361542,4.803005,0.45845845845845845
E364_605,-3.6548486,0.45804167,3.8271344,0.6056056056056056
E365_531,-2.9811985,3.3767633,4.0512457,0.5315315315315315
E366_261,9.030698,7.9495435,4.798685,0.26126126126126126
E367_694,10.9775305,3.1846507,0.09390571,0.6946946946946947
E368_726,12.184803,1.0123906,4.2622423,0.7267267267267268
E369_684,12.228485,-1.1714716,7.766713,0.6846846846846847
E370_88,-0.25473043,8.971622,3.6401029,0.08808808808808809
E371_87,1.8759786,9.196089,1.4052471,0.08708708708708708
E372_529,12.15343,1.3250176,6.069907,0.5295295295295295
E373_112,-2.5731602,1.1872321,3.4640234,0.11211211211211211
E374_44,-3.753939,8.468996,6.5908036,0.044044044044044044
E375_545,-2.4126894,0.8842315,4.183414,0.5455455455455456
E376_176,4.0247083,8.613367,0.36573488,0.17617617617617617
E377_497,-2.4914112,2.6648288,4.2207274,0.4974974974974975
E378_787,11.793752,1.8517739,1.0587027,0.7877877877877878
E379_212,0.20311879,8.062236,2.6131327,0.2122122122122122
E380_793,12.067397,0.3343757,-0.7084044,0.7937937937937938
E381_345,12.374965,-2.6964672,7.0255985,0.34534534534534533
E382_511,10.466195,4.8519163,2.2082767,0.5115115115115115
E383_321,-2.9612267,1.806527,5.167986,0.3213213213213213
E384_863,11.044654,4.5850596,8.093984,0.8638638638638638
E385_741,11.7845545,1.7645346,9.154285,0.7417417417417418
E386_25,-2.7010324,9.461407,6.2696996,0.025025025025025027
E387_639,-4.337375,2.3201182,4.199512,0.6396396396396397
E388_61,-3.31947,9.474939,6.323817,0.06106106106106106
E389_177,10.226113,3.5078585,-1.3934183,0.17717717717717718
E390_568,12.321588,-2.339785,7.3480244,0.5685685685685685
E391_203,9.045907,7.634059,4.0349708,0.2032032032032032
E392_652,-2.3983533,1.6570613,4.7760367,0.6526526526526526
E393_466,-3.5527084,2.8846624,3.8390424,0.46646646646646645
E394_951,12.342872,-1.1983057,6.9480515,0.9519519519519519
E395_720,11.136361,3.7478328,2.7714427,0.7207207207207207
E396_361,11.996656,1.2279923,0.23859058,0.3613613613613614
E397_102,-2.160268,5.781828,4.3724437,0.1021021021021021
E398_49,-1.997782,9.745275,5.590991,0.04904904904904905
E399_469,-3.1146276,2.9650948,4.97413,0.4694694694694695
E400_291,8.640618,6.900213,2.059158,0.2912912912912913
E401_221,10.31199,3.4573438,-1.2869637,0.22122122122122123
E402_692,9.995145,5.5658364,2.2272742,0.6926926926926927
E403_943,11.904669,2.2511997,7.3451586,0.943943943943944
E404_718,-2.9810894,1.3162855,4.614418,0.7187187187187187
E405_778,12.487633,0.00019010725,2.0489314,0.7787787787787788
E406_281,11.88738,2.3058527,7.7695045,0.28128128128128127
E407_219,10.365468,3.4388487,-1.1896749,0.21921921921921922
E408_274,10.745869,5.3007665,5.5245566,0.27427427427427425
E409_393,10.158738,6.158962,7.95067,0.3933933933933934
E410_602,-3.58887,1.4740556,4.5959325,0.6026026026026026
E411_260,-0.61810654,7.031462,2.9630663,0.2602602602602603
E412_791,12.325501,0.3959113,3.4972146,0.7917917917917918
E413_85,-2.412577,1.7514166,4.749283,0.08508508508508508
E414_891,12.054539,1.402547,7.8056126,0.8918918918918919
E415_340,12.058989,1.0811821,8.0244465,0.34034034034034033
E416_692,11.113238,4.298176,4.3233004,0.6926926926926927
E417_482,11.628377,2.5785625,9.18014,0.4824824824824825
E418_668,9.044757,7.774653,4.3474565,0.6686686686686687
E419_45,-3.3693743,9.361884,6.376069,0.04504504504504504
E420_976,9.558429,5.8147535,1.7059972,0.9769769769769769
E421_231,4.5799103,8.428063,0.23665297,0.23123123123123124
E422_707,12.252919,0.7769986,6.2182517,0.7077077077077077
E423_98,-1.486545,9.567689,5.2803354,0.0980980980980981
E424_268,12.231112,-0.22084625,-0.6128331,0.2682682682682683
E425_488,11.094762,4.561205,5.3618007,0.48848848848848847
E426_968,-4.363333,1.4855317,5.179619,0.968968968968969
E427_253,-3.182218,1.7965149,3.5773497,0.25325325325325326
E428_267,12.478349,-0.088581935,1.3672953,0.2672672672672673
E429_229,11.213317,3.7736232,3.2970514,0.22922922922922923
E430_153,1.3502871,8.829085,2.1566212,0.15315315315315314
E431_794,-3.6631143,2.575151,3.9666002,0.7947947947947948
E432_968,11.079103,3.2587547,10.099572,0.968968968968969
E433_750,9.172644,7.574184,4.268752,0.7507507507507507
E434_396,11.98444,-0.69427985,8.923943,0.3963963963963964
E435_233,8.882746,7.9498534,4.2509346,0.23323323323323322
E436_922,11.97331,2.0564702,4.903086,0.9229229229229229
E437_116,1.9488273,8.698776,1.2421491,0.11611611611611612
E438_26,-4.1329226,8.067807,6.7876296,0.026026026026026026
E439_921,12.151317,1.1250207,4.155209,0.9219219219219219
E440_314,12.222693,-1.1625364,7.7437196,0.31431431431431434
E441_900,11.4782295,1.6006784,10.191192,0.9009009009009009
E442_472,5.043806,8.237175,0.36837062,0.4724724724724725
E443_954,10.8570385,5.0509715,5.393534,0.954954954954955
E444_442,-3.5314429,0.5442348,5.067987,0.44244244244244246
E445_197,9.855246,6.039714,3.0241184,0.1971971971971972
E446_184,10.25847,4.1696596,-0.10370204,0.1841841841841842
E447_191,3.6562414,8.79839,-0.5442144,0.19119119119119118
E448_969,10.749173,5.320127,7.321471,0.96996996996997
E449_460,-3.9940624,2.1644678,3.7472355,0.46046046046046046
E450_360,9.8029,6.731669,4.8222885,0.36036036036036034
