,tsne1,tsne2,time
E100_430,-4.0438867,38.76315,0.5381727158948686
E101_30,57.33301,14.457203,0.03754693366708386
E102_660,-8.627347,41.71484,0.8260325406758448
E103_185,24.751173,-8.02216,0.23153942428035043
E104_86,39.293663,-3.4320471,0.10763454317897372
E105_202,15.145794,-15.7525835,0.2528160200250313
E106_106,40.43011,-9.221239,0.13266583229036297
E107_730,-9.860126,-50.460514,0.9136420525657072
E108_482,-12.289255,-43.25551,0.6032540675844806
E109_45,61.727757,9.531434,0.056320400500625784
E110_499,-9.39383,-67.21587,0.6245306633291614
E111_375,-20.433016,-64.387535,0.4693366708385482
E112_648,-10.089706,-60.868427,0.8110137672090113
E113_798,-11.083281,44.235027,0.9987484355444305
E114_283,-17.693653,-5.046232,0.3541927409261577
E115_669,-6.7476773,-47.402557,0.83729662077597
E116_698,-9.534573,38.52036,0.8735919899874843
E117_791,5.1783834,36.574753,0.9899874843554443
E118_224,-0.591632,-6.472886,0.28035043804755944
E119_744,-3.4534712,47.155327,0.9311639549436797
E120_356,-26.676579,-57.90193,0.4455569461827284
E121_678,-5.162645,35.258987,0.8485607008760951
E122_585,5.467696,36.30617,0.7321652065081352
E123_6,61.220093,30.735672,0.007509386733416771
E124_772,12.980495,34.75521,0.9662077596996246
E125_335,-28.21545,-5.392513,0.4192740926157697
E126_182,13.259182,-9.475923,0.22778473091364204
E127_747,-10.815711,-45.60144,0.934918648310388
E128_493,8.913877,49.41875,0.6170212765957447
E129_677,-6.403804,31.40069,0.8473091364205256
E130_522,-25.087574,23.934786,0.6533166458072591
E131_72,47.788338,1.9633805,0.09011264080100125
E132_453,-39.81986,20.900541,0.5669586983729662
E133_527,-24.903793,-65.82201,0.6595744680851063
E134_794,-6.2207685,46.34295,0.9937421777221527
E135_357,-30.42127,-2.5660264,0.44680851063829785
E136_118,40.38653,-8.534681,0.1476846057571965
E137_274,-8.108136,-13.124945,0.3429286608260325
E138_777,-3.586174,60.451237,0.9724655819774718
E139_700,11.375117,61.243607,0.8760951188986232
E140_754,-14.858153,48.5983,0.9436795994993742
E141_252,-8.908055,-13.428701,0.31539424280350437
E142_430,8.361717,30.19897,0.5381727158948686
E143_450,-24.800638,23.695179,0.5632040050062578
E144_700,-17.788065,-47.118916,0.8760951188986232
E145_278,-17.641645,-10.885706,0.3479349186483104
E146_697,15.626652,51.02023,0.8723404255319149
E147_678,-4.9333334,31.529255,0.8485607008760951
E148_551,-2.756576,42.97161,0.6896120150187734
E149_191,10.466419,-9.365234,0.2390488110137672
E150_772,-7.512913,43.61843,0.9662077596996246
E151_109,45.06664,-0.45536342,0.13642052565707133
E152_568,3.4737074,62.976593,0.7108886107634543
E153_156,25.637037,-10.661553,0.19524405506883605
E154_782,7.7834754,38.591278,0.9787234042553191
E155_609,-22.350203,-45.422897,0.7622027534418022
E156_397,-11.931028,32.465393,0.49687108886107634
E157_792,-7.6842237,-48.182106,0.9912390488110138
E158_595,-0.8331238,43.942684,0.7446808510638298
E159_12,61.04331,22.224373,0.015018773466833541
E160_690,-0.98230636,61.615974,0.8635794743429287
E161_474,-11.332294,-52.46925,0.5932415519399249
E162_72,55.778847,15.746833,0.09011264080100125
E163_534,-11.304541,-62.815365,0.6683354192740926
E164_346,-40.102158,12.423004,0.4330413016270338
E165_376,-42.644905,13.475832,0.47058823529411764
E166_778,-0.308344,45.917282,0.9737171464330413
E167_548,-6.164718,-47.07328,0.685857321652065
E168_27,58.138474,17.02672,0.03379224030037547
E169_537,-22.745481,33.189957,0.672090112640801
E170_417,-27.743448,28.333506,0.5219023779724656
E171_669,1.7942564,46.68408,0.83729662077597
E172_365,-32.340256,2.1171467,0.4568210262828536
E173_508,-0.46518627,-69.827614,0.6357947434292867
E174_695,-8.571559,27.893896,0.869837296620776
E175_503,-21.17888,50.316074,0.6295369211514393
E176_245,-7.311699,-4.3283195,0.30663329161451813
E177_707,-24.777735,-48.90109,0.8848560700876095
E178_398,-37.25874,7.768124,0.4981226533166458
E179_380,-5.2886662,-47.166748,0.4755944931163955
E180_165,29.801247,-7.8903937,0.2065081351689612
E181_600,-17.586521,-45.681965,0.7509386733416771
E182_244,-5.6308413,-6.531133,0.3053817271589487
E183_337,-36.0937,7.0381036,0.42177722152690866
E184_18,59.56742,21.677896,0.02252816020025031
E185_474,-11.487646,-64.24321,0.5932415519399249
E186_257,-23.67273,-7.8622413,0.3216520650813517
E187_445,-9.602879,-54.25572,0.5569461827284106
E188_70,60.50608,7.7636924,0.08760951188986232
E189_106,36.56449,-6.825025,0.13266583229036297
E190_123,31.598038,-10.454161,0.1539424280350438
E191_148,27.427946,-10.124934,0.18523153942428036
E192_477,14.827136,44.847504,0.5969962453066333
E193_125,41.721928,-0.51194364,0.15644555694618273
E194_260,6.934017,-34.10442,0.32540675844806005
E195_61,48.838017,-5.2760143,0.07634543178973717
E196_676,-14.093783,-70.33006,0.8460575719649562
E197_734,-3.6093743,59.747787,0.918648310387985
E198_457,-4.0816026,54.296524,0.571964956195244
E199_149,15.923553,-15.285665,0.18648310387984982
E200_318,-20.06944,-9.395831,0.3979974968710889
E201_288,-21.655172,-10.184784,0.360450563204005
E202_778,-7.711207,28.81384,0.9737171464330413
E203_551,-1.485419,-55.535538,0.6896120150187734
E204_528,-9.884488,-48.57476,0.6608260325406758
E205_783,-5.778836,-63.983196,0.9799749687108886
E206_439,-12.658381,46.085922,0.5494367959949937
E207_343,-24.365395,28.906998,0.4292866082603254
E208_364,-24.169197,-5.449535,0.4555694618272841
E209_730,-0.93588483,34.505905,0.9136420525657072
E210_357,-42.88888,11.747231,0.44680851063829785
E211_550,-6.408091,27.74661,0.688360450563204
E212_125,33.883373,-8.342845,0.15644555694618273
E213_333,-21.78572,26.361204,0.4167709637046308
E214_80,48.17858,-5.881869,0.10012515644555695
E215_636,-9.155866,44.30847,0.7959949937421777
E216_763,-7.217194,30.411762,0.9549436795994993
E217_457,-18.83612,-52.948727,0.571964956195244
E218_163,29.530336,-9.433718,0.20400500625782228
E219_210,8.803303,-26.44519,0.26282853566958697
E220_671,9.3510275,32.413982,0.8397997496871089
E221_551,-1.1812341,-58.544205,0.6896120150187734
E222_100,41.200043,-9.63975,0.1251564455569462
E223_473,-3.1396255,42.363144,0.5919899874843555
E224_517,-4.26685,-63.34226,0.6470588235294118
E225_437,-2.8385162,31.879902,0.5469336670838548
E226_70,49.50319,-1.4544425,0.08760951188986232
E227_572,-9.23435,54.416874,0.7158948685857321
E228_222,10.251082,-22.75115,0.27784730913642053
E229_218,2.8518503,-15.69456,0.27284105131414266
E230_674,-9.611915,46.751766,0.8435544430538173
E231_669,-2.9225981,50.092873,0.83729662077597
E232_605,0.3532741,32.115288,0.7571964956195244
E233_69,48.272213,2.820078,0.08635794743429287
E234_795,2.469679,43.539524,0.9949937421777222
E235_677,-17.08036,-51.52829,0.8473091364205256
E236_207,7.835195,-29.935661,0.2590738423028786
E237_58,63.412357,17.008348,0.07259073842302878
E238_323,-28.008524,-2.1516845,0.40425531914893614
E239_402,-20.695965,-66.170685,0.5031289111389237
E240_424,-11.159765,-52.542652,0.5306633291614519
E241_13,60.163036,26.077587,0.016270337922403004
E242_125,25.352406,-6.636343,0.15644555694618273
E243_401,-37.278355,14.399735,0.5018773466833542
E244_796,-9.167219,-58.752926,0.9962453066332916
E245_83,47.55721,-8.023885,0.10387984981226533
E246_71,57.272655,10.258837,0.08886107634543179
E247_737,0.09058423,59.86142,0.9224030037546934
E248_760,3.632109,43.300262,0.951188986232791
E249_183,14.007035,-16.776682,0.22903629536921152
E250_617,-19.32099,-57.153122,0.772215269086358
E251_709,-10.430249,-49.644318,0.8873591989987485
E252_121,31.945267,-9.734978,0.15143929912390489
E253_28,59.469902,11.196554,0.03504380475594493
E254_49,57.36906,10.851788,0.06132665832290363
E255_652,-21.767174,34.30218,0.8160200250312891
E256_533,-0.27455428,53.156513,0.6670838548185232
E257_318,-31.500504,-0.16204503,0.3979974968710889
E258_132,26.509552,-7.102515,0.16520650813516896
E259_724,12.660708,54.549835,0.9061326658322904
E260_643,-9.823939,46.6416,0.804755944931164
E261_193,-7.0269794,-14.951439,0.24155193992490614
E262_253,7.341693,-26.367186,0.3166458072590738
E263_487,-17.481049,-49.92924,0.609511889862328
E264_194,7.2390924,-19.275047,0.2428035043804756
E265_760,-9.881124,56.2989,0.951188986232791
E266_425,2.392685,29.409798,0.5319148936170213
E267_516,-9.377639,49.82309,0.6458072590738423
E268_446,-18.156368,32.474667,0.55819774718398
E269_597,-23.528572,28.43727,0.7471839799749687
E270_312,-33.692886,-7.068162,0.3904881101376721
E271_782,-2.3709307,36.271378,0.9787234042553191
E272_198,7.7469263,-16.351156,0.24780976220275344
E273_399,-34.321606,5.377914,0.49937421777221525
E274_267,1.0661602,-16.963783,0.3341677096370463
E275_8,60.94767,26.667583,0.010012515644555695
E276_310,-29.22579,-3.911607,0.3879849812265332
E277_360,-30.313244,1.6708068,0.45056320400500627
E278_728,-10.775471,-59.836678,0.9111389236545682
E279_202,-10.161381,0.38598818,0.2528160200250313
E280_174,23.746069,-10.470217,0.21777221526908636
E281_81,48.09945,3.5368369,0.10137672090112641
E282_439,-41.09844,15.425045,0.5494367959949937
E283_265,-13.342162,-5.436931,0.3316645807259074
E284_242,-26.02594,-8.161387,0.30287859824780977
E285_762,-2.5273783,-53.14387,0.9536921151439299
E286_272,-25.564583,-6.8115115,0.3404255319148936
E287_530,10.09819,58.730717,0.6633291614518148
E288_212,11.434692,-29.807821,0.26533166458072593
E289_366,-32.982998,-8.37731,0.45807259073842305
E290_334,10.426304,-35.27056,0.41802252816020025
E291_530,-26.0768,-55.72319,0.6633291614518148
E292_526,-3.30147,33.484577,0.6583229036295369
E293_520,-17.254185,31.73823,0.6508135168961201
E294_245,-3.7998054,-13.844408,0.30663329161451813
E295_520,-5.989261,50.407066,0.6508135168961201
E296_128,27.727758,-8.014437,0.16020025031289112
E297_480,6.8301964,51.07422,0.6007509386733417
E298_520,5.070753,39.77364,0.6508135168961201
E299_57,62.445374,8.510405,0.07133917396745933
E300_682,4.010046,57.27148,0.853566958698373
E301_36,64.312614,11.180778,0.04505632040050062
E302_492,-0.052115027,34.716312,0.6157697121401752
E303_308,-32.447315,-2.256152,0.3854818523153942
E304_215,-5.918897,-7.251556,0.2690863579474343
E305_31,62.85658,16.489452,0.03879849812265332
E306_584,-11.628572,-47.32188,0.7309136420525657
E307_746,-9.28257,49.65686,0.9336670838548186
E308_89,41.94855,3.162726,0.1113892365456821
E309_229,8.7116585,-32.275978,0.28660826032540676
E310_430,4.264626,-52.066128,0.5381727158948686
E311_195,9.114874,-22.646418,0.24405506883604505
E312_169,25.71697,0.27000716,0.21151439299123906
E313_294,-22.024765,-3.7822647,0.36795994993742176
E314_253,8.393148,-30.316292,0.3166458072590738
E315_67,58.5289,8.28667,0.08385481852315395
E316_522,0.9222136,29.684944,0.6533166458072591
E317_124,41.293015,-10.770065,0.15519399249061328
E318_180,12.237183,-12.889962,0.22528160200250313
E319_244,-9.75711,-11.179309,0.3053817271589487
E320_104,44.645657,-6.7883744,0.13016270337922403
E321_684,2.9272695,36.087933,0.8560700876095119
E322_117,35.040054,-10.853766,0.14643304130162704
E323_713,3.0524993,55.080486,0.8923654568210263
E324_773,-16.63421,46.549557,0.967459324155194
E325_635,-8.539191,40.627533,0.7947434292866082
E326_576,15.337321,53.074257,0.72090112640801
E327_446,-16.919237,-45.33125,0.55819774718398
E328_226,-3.4718416,-12.765884,0.2828535669586984
E329_564,-6.111208,46.512863,0.7058823529411765
E330_242,9.671486,-32.61092,0.30287859824780977
E331_90,49.508617,0.6480428,0.11264080100125157
E332_234,-12.116132,-10.74688,0.2928660826032541
E333_400,-23.629147,27.63737,0.5006257822277848
E334_402,0.22139102,34.273582,0.5031289111389237
E335_137,29.466715,-10.431719,0.17146433041301626
E336_94,49.132584,-4.8855505,0.11764705882352941
E337_593,4.841972,43.916645,0.7421777221526908
E338_604,-5.643829,-67.325714,0.7559449311639549
E339_783,-17.38271,-53.024048,0.9799749687108886
E340_775,0.9230209,43.142147,0.9699624530663329
E341_685,-22.70201,-59.54722,0.8573216520650814
E342_422,-43.184082,18.00724,0.5281602002503129
E343_658,-13.692812,-43.22213,0.8235294117647058
E344_781,-5.553177,36.860374,0.9774718397997497
E345_709,-3.7712996,41.819454,0.8873591989987485
E346_402,-39.00351,8.124839,0.5031289111389237
E347_278,-39.258606,5.8177094,0.3479349186483104
E348_82,61.911697,18.440231,0.10262828535669587
E349_697,-7.1486125,48.00798,0.8723404255319149
E350_110,39.415817,-7.9094143,0.1376720901126408
E351_545,16.052988,36.66681,0.6821026282853567
E352_205,-0.7135139,-16.43113,0.2565707133917397
E353_765,-20.456877,47.015648,0.9574468085106383
E354_89,39.75341,-3.3654633,0.1113892365456821
E355_150,13.615169,-13.7983265,0.18773466833541927
E356_66,54.230827,0.39456457,0.08260325406758448
E357_183,16.088655,-16.251755,0.22903629536921152
E358_200,-0.5264321,-14.493634,0.2503128911138924
E359_2,60.665115,33.476078,0.0025031289111389237
E360_195,16.165844,-3.4289608,0.24405506883604505
E361_419,-28.606817,-59.691364,0.5244055068836045
E362_626,3.2326534,63.074875,0.7834793491864831
E363_76,53.302708,6.444402,0.0951188986232791
E364_555,-25.070986,-60.16241,0.6946182728410513
E365_111,45.72929,-5.722503,0.13892365456821026
E366_553,-6.961638,-47.734898,0.6921151439299124
E367_78,50.656258,1.2424176,0.09762202753441802
E368_523,-33.003204,23.061096,0.6545682102628285
E369_519,-3.7225335,59.065876,0.6495619524405507
E370_493,-35.520298,17.422638,0.6170212765957447
E371_66,53.24537,16.795897,0.08260325406758448
E372_129,34.874832,-11.709537,0.16145181476846057
E373_664,-1.960571,-61.470245,0.8310387984981227
E374_697,5.17048,28.969818,0.8723404255319149
E375_15,59.22902,22.912964,0.01877346683354193
E376_213,-9.305017,-0.37352854,0.2665832290362954
E377_726,11.162726,55.49475,0.9086357947434293
E378_635,6.359499,30.90953,0.7947434292866082
E379_283,10.069771,-25.441587,0.3541927409261577
E380_199,12.487053,-15.510736,0.2490613266583229
E381_88,46.418644,-4.590043,0.11013767209011265
E382_640,-1.9697516,-70.49278,0.8010012515644556
E383_729,12.839155,50.737823,0.9123904881101377
E384_82,50.831028,-2.624648,0.10262828535669587
E385_413,-24.32334,-63.868977,0.5168961201501877
E386_575,9.156964,35.315475,0.7196495619524406
E387_595,-19.241852,-54.565193,0.7446808510638298
E388_74,47.77906,0.7608095,0.09261576971214018
E389_316,-34.042343,0.023712799,0.3954943679599499
E390_507,-8.000662,-55.082596,0.6345431789737171
E391_364,-40.017075,17.333433,0.4555694618272841
E392_225,-11.453556,0.49747044,0.2816020025031289
E393_726,-6.0612335,29.657305,0.9086357947434293
E394_331,-34.5194,1.9861115,0.4142678347934919
E395_173,12.884875,-14.098813,0.2165206508135169
E396_336,-7.197987,-48.678116,0.42052565707133915
E397_455,-43.756145,13.247392,0.5694618272841051
E398_249,9.800435,-36.364567,0.311639549436796
E399_527,-18.169914,-50.60756,0.6595744680851063
E400_347,-30.149176,-5.7872267,0.43429286608260326
E401_566,4.6258893,48.86306,0.7083854818523154
E402_76,47.972553,4.611144,0.0951188986232791
E403_31,59.57514,11.279419,0.03879849812265332
E404_73,53.870487,-1.5554714,0.09136420525657071
E405_354,-8.764769,-45.70415,0.4430538172715895
E406_321,-29.309288,-11.127005,0.40175219023779724
E407_769,-9.918754,41.615902,0.9624530663329162
E408_651,9.65171,38.51534,0.8147684605757196
E409_530,-7.2874894,-48.90878,0.6633291614518148
E410_649,3.5361974,59.29927,0.8122653316645807
E411_228,-12.26789,-7.1807737,0.2853566958698373
E412_785,-6.808224,43.155403,0.9824780976220275
E413_200,-1.0907698,-53.432114,0.2503128911138924
E414_507,-16.125465,-53.22518,0.6345431789737171
E415_6,60.717793,30.06838,0.007509386733416771
E416_624,-14.68886,-54.01408,0.7809762202753442
E417_130,24.056198,-7.4946866,0.16270337922403003
E418_453,-15.137654,49.118706,0.5669586983729662
E419_652,-3.6961174,39.095146,0.8160200250312891
E420_156,21.354551,-11.221404,0.19524405506883605
E421_670,-4.713774,34.742172,0.8385481852315394
E422_239,-9.118071,0.23136999,0.29912390488110135
E423_154,28.403574,-7.2637234,0.1927409261576971
E424_277,-28.941313,-5.6426644,0.34668335419274093
E425_701,-15.007412,-67.95523,0.8773466833541927
E426_653,-8.52156,27.845072,0.8172715894868585
E427_712,-2.4204977,-66.703804,0.8911138923654568
E428_70,60.364212,9.000909,0.08760951188986232
E429_189,13.169313,-17.99902,0.23654568210262827
E430_172,7.7860565,-9.553276,0.21526908635794745
E431_396,-34.679737,22.085827,0.4956195244055069
E432_366,-39.204613,17.912071,0.45807259073842305
E433_478,-26.889511,26.61438,0.5982478097622027
E434_410,-30.894917,21.211119,0.5131414267834794
E435_30,56.86413,12.110753,0.03754693366708386
E436_39,52.382973,11.231618,0.04881101376720901
E437_145,30.10566,-11.816401,0.18147684605757197
E438_609,-7.701807,60.837105,0.7622027534418022
E439_463,-12.418785,-57.54099,0.5794743429286608
E440_131,38.657562,-10.113612,0.1639549436795995
E441_212,10.180363,-22.722052,0.26533166458072593
E442_604,-20.903229,-67.159805,0.7559449311639549
E443_76,48.430428,-0.83302623,0.0951188986232791
E444_211,-9.4287195,2.2735353,0.2640801001251564
E445_117,34.288837,-8.41722,0.14643304130162704
E446_300,-23.959185,-6.7814507,0.37546933667083854
E447_209,-14.114362,-6.909514,0.2615769712140175
E448_307,-16.682194,-61.17669,0.38423028785982477
E449_587,5.3438735,49.34377,0.7346683354192741
E450_43,62.976364,18.040325,0.05381727158948686
E451_297,-18.730545,-57.864468,0.3717146433041302
E452_541,10.093839,49.85498,0.6770963704630788
E453_145,21.989523,-4.046772,0.18147684605757197
E454_342,-31.6277,-1.9523964,0.42803504380475593
E455_437,-11.559123,44.33043,0.5469336670838548
E456_530,3.6573913,49.813873,0.6633291614518148
E457_168,9.010811,-21.937069,0.21026282853566958
E458_241,-9.650035,-11.859379,0.3016270337922403
E459_389,-36.618103,9.043072,0.48685857321652065
E460_722,-17.67948,46.695637,0.9036295369211514
E461_368,-10.984047,-41.122326,0.46057571964956195
E462_15,58.91393,21.028484,0.01877346683354193
E463_467,-24.062315,-46.47962,0.5844806007509387
E464_300,-27.302498,-6.0176544,0.37546933667083854
E465_9,61.555435,27.72541,0.011264080100125156
E466_762,12.370503,44.15873,0.9536921151439299
E467_640,-6.8704014,-41.92313,0.8010012515644556
E468_606,-8.241955,-69.41751,0.7584480600750939
E469_328,-36.940548,4.442426,0.41051314142678347
E470_709,-11.157222,41.200455,0.8873591989987485
E471_676,-2.8418088,59.12392,0.8460575719649562
E472_202,17.557962,-3.1219258,0.2528160200250313
E473_475,5.376271,26.395039,0.5944931163954944
E474_535,-41.391125,19.00423,0.6695869837296621
E475_395,-40.269234,13.939207,0.49436795994993743
E476_282,-36.75592,12.897348,0.35294117647058826
E477_720,-4.9859796,-53.716278,0.9011264080100125
E478_220,5.5157547,-20.798445,0.2753441802252816
E479_697,-1.4835638,33.96738,0.8723404255319149
E480_166,15.802053,-16.742292,0.20775969962453067
E481_491,3.6885917,39.08054,0.6145181476846058
E482_293,-18.639872,-9.319674,0.3667083854818523
E483_708,-7.7452936,-60.949738,0.886107634543179
E484_459,-13.307476,-63.26926,0.574468085106383
E485_565,6.910851,43.94522,0.7071339173967459
E486_624,2.3896012,30.095255,0.7809762202753442
E487_546,7.2574124,37.537777,0.6833541927409261
E488_490,-7.0290513,61.09006,0.6132665832290363
E489_248,-1.241813,-14.438683,0.31038798498122655
E490_140,29.557816,-4.8088427,0.17521902377972465
E491_149,32.34424,-8.468357,0.18648310387984982
E492_58,57.549442,19.705341,0.07259073842302878
E493_501,-11.789397,40.038548,0.6270337922403004
E494_76,50.084835,1.8207587,0.0951188986232791
E495_88,48.222034,0.4744171,0.11013767209011265
E496_593,-4.666919,58.507652,0.7421777221526908
E497_623,-6.846962,37.91199,0.7797246558197747
E498_716,-14.38294,-66.81892,0.8961201501877347
E499_752,-11.527723,-43.402184,0.9411764705882353
E500_74,48.061207,2.6809187,0.09261576971214018
E501_725,-11.60976,39.524456,0.9073842302878599
E502_341,-10.372057,-52.178017,0.4267834793491865
E503_161,25.026497,-11.524044,0.20150187734668334
E504_521,-8.117144,53.705273,0.6520650813516896
E505_226,6.64523,-33.2665,0.2828535669586984
E506_546,-14.920159,36.985508,0.6833541927409261
E507_528,-35.70474,21.044647,0.6608260325406758
E508_688,3.0983517,-52.606876,0.8610763454317898
E509_129,28.908947,-6.8982882,0.16145181476846057
E510_375,-39.9051,15.216265,0.4693366708385482
E511_509,-11.810909,44.31193,0.6370463078848561
E512_702,-18.934565,-61.576508,0.8785982478097623
E513_766,-12.998344,-69.214676,0.9586983729662077
E514_256,1.2230211,-16.6419,0.32040050062578224
E515_246,-12.568782,-4.9845085,0.3078848560700876
E516_189,25.602566,0.34923124,0.23654568210262827
E517_279,-19.362787,-0.3439806,0.34918648310387984
E518_540,0.5622006,-44.92938,0.6758448060075094
E519_761,-19.138966,-53.058212,0.9524405506883604
E520_677,-3.7735856,-53.224674,0.8473091364205256
E521_139,27.615297,-10.10039,0.1739674593241552
E522_504,-21.837006,-56.992447,0.6307884856070087
E523_227,-1.1045891,-7.4133973,0.28410513141426785
E524_46,63.328323,14.071441,0.057571964956195244
E525_537,-18.975334,-61.849102,0.672090112640801
E526_251,-11.070084,-6.7769103,0.3141426783479349
E527_162,29.4672,-12.542708,0.20275344180225283
E528_525,10.832166,60.52766,0.6570713391739674
E529_762,2.4917321,53.022514,0.9536921151439299
E530_223,8.4750185,-26.152155,0.27909887359199
E531_249,10.258322,-31.287235,0.311639549436796
E532_450,-6.231422,39.082333,0.5632040050062578
E533_116,41.24257,-3.1500285,0.14518147684605756
E534_72,52.704277,4.511356,0.09011264080100125
E535_83,49.04556,-0.94672877,0.10387984981226533
E536_297,-18.824673,0.19714534,0.3717146433041302
E537_168,34.657288,-12.308629,0.21026282853566958
E538_666,-17.731531,-46.484028,0.8335419274092616
E539_558,-0.09580053,41.85292,0.6983729662077597
E540_703,-9.924766,-40.164726,0.8798498122653317
E541_335,-5.328387,-71.55939,0.4192740926157697
E542_625,0.8444492,49.73384,0.7822277847309136
E543_155,26.625645,-0.20032802,0.1939924906132666
E544_614,-14.311272,-45.675606,0.7684605757196495
E545_9,60.777622,29.405096,0.011264080100125156
E546_297,9.936415,-35.92789,0.3717146433041302
E547_29,62.34842,18.185152,0.03629536921151439
E548_19,58.43236,20.641596,0.023779724655819776
E549_718,-4.910938,41.132156,0.8986232790988736
E550_320,5.094757,-37.989716,0.4005006257822278
